omicFeature1	omicFeature2	correlation	lowerCI	upperCI	pvalue	pvalue.adjusted
cg06861880	cg08761102	0.283691334848335	0.184196988222301	0.377430803194674	6.96954538526029e-08	5.59243039347392e-07
cg06861880	cg26036993	0.293736926051915	0.194762639192842	0.386789762917334	2.24988809804927e-08	1.97161246486949e-07
cg06861880	cg07301433	0.181989639645998	0.0785094955828764	0.281589874408171	0.000634966016277438	0.00207297728843517
cg06861880	cg09130556	0.19692068824368	0.0938813841323071	0.295786066978755	0.000213995024707092	0.000779949135284915
cg06861880	cg03648789	0.122280124775926	0.0175250021987008	0.22437985602453	0.0223265429767687	0.0453337732394145
cg06861880	cg09456297	0.248661481784691	0.147532658126556	0.34464479080932	2.56637240347857e-06	1.41256530637746e-05
cg06861880	cg16248783	0.313890496421867	0.216029049615349	0.405508179060248	2.03346428584439e-09	2.37594248135502e-08
cg06861880	cg08620474	0.257368695922199	0.156620263808629	0.352816190912058	1.09844573703555e-06	6.77374871171921e-06
cg06861880	cg23838231	-0.179513035132045	-0.279230936498962	-0.0759645182094541	0.000754533951487613	0.0024044000559366
cg06861880	cg02486145	0.186759636964162	0.0834149841262996	0.286129853235996	0.000452595354222485	0.00153009393864048
cg23549225	cg22488859	0.24760568549127	0.146431896846266	0.343652975043182	2.8385386894314e-06	1.52456997351719e-05
cg23549225	cg08761102	0.236754696740864	0.135133280188228	0.333447116200737	7.79287508523296e-06	3.84448504204826e-05
cg23549225	cg26036993	0.256504862591218	0.155717929346287	0.352006165120228	1.19658658093158e-06	7.17951948558948e-06
cg23549225	cg07301433	0.177681482631586	0.074083268529261	0.277485628814856	0.000855996481115007	0.00270186567024926
cg23549225	cg09130556	0.139763716177114	0.0353015847623423	0.241204752391418	0.00893636926830244	0.021563847582208
cg23549225	cg03648789	0.174907053227377	0.0712349617221778	0.274840587443736	0.00103388722974884	0.00321761165893799
cg23549225	cg09456297	0.180068880827699	0.0765355920202214	0.279760478040151	0.000726015511508082	0.00233587599354774
cg23549225	cg16248783	0.309852781345717	0.211760929198339	0.401764138224369	3.34026850623559e-09	3.60369759194913e-08
cg23549225	cg08620474	0.335321467387469	0.238745722280962	0.425329090214103	1.28510979635621e-10	1.90196249860719e-09
cg23549225	cg12802310	0.128492384998659	0.0238337917502151	0.230365048747424	0.0163151513854327	0.0356258715498301
cg23549225	cg09440493	-0.128937287393962	-0.230793393724672	-0.0242859273630485	0.015944898911386	0.0350472035477988
cg23549225	cg23838231	-0.168011066100188	-0.268259642289482	-0.0641626647815059	0.00163345943664517	0.00491733513592618
cg23549225	cg06202585	0.17560404816012	0.0719503572244008	0.275505219680182	0.000986247116077976	0.00308375858830015
cg23549225	cg02486145	0.16264739509083	0.0586690633373946	0.263134532471209	0.00230428622128431	0.00661489061799721
cg22488859	cg26036993	0.196901209648962	0.0938612983760878	0.295767575459284	0.000214310347983693	0.000779949135284915
cg22488859	cg07301433	0.28104422205598	0.18141665714483	0.374961432638328	9.3201758755157e-08	7.30263192128642e-07
cg22488859	cg09456297	0.413365421259898	0.322374831349434	0.496787355377484	8.88178419700125e-16	2.46469511466785e-14
cg22488859	cg16248783	0.246688215450195	0.145475556372582	0.34279092902093	3.09724439340187e-06	1.61051755025764e-05
cg22488859	cg08620474	0.403030756418762	0.311218379299108	0.48738930547594	4.66293670342566e-15	1.19442917095442e-13
cg22488859	cg21715189	0.151776645447231	0.0475542618597687	0.252729858334037	0.0044869424037528	0.0119055921948182
cg22488859	cg23838231	-0.186992533205358	-0.286351404591992	-0.0836546240697774	0.00044508045836178	0.00152012095009715
cg22488859	cg06202585	0.148463308255819	0.0441716635240423	0.249553928356099	0.00545282464363206	0.0140215490836253
cg22488859	cg02486145	0.214062133894166	0.111589716612016	0.312030200072089	5.54240356225311e-05	0.000223711561967307
cg08761102	cg26036993	0.271321580306858	0.171218364672842	0.365880172784588	2.64129564886417e-07	1.81350814653973e-06
cg08761102	cg09130556	0.258872782192612	0.158191788810355	0.354226247434504	9.45688197084849e-07	5.88624616129448e-06
cg08761102	cg03648789	0.24661284175759	0.14539699773103	0.342720101429394	3.11947093067921e-06	1.61051755025764e-05
cg08761102	cg16248783	0.122747893347636	0.0179997489874123	0.224830795270738	0.0218150470812357	0.0445097534952825
cg08761102	cg08620474	0.142564681637896	0.0381556456680613	0.243894536131659	0.00764380802205755	0.0187160887598909
cg26036993	cg07301433	0.272727144409784	0.172691366513432	0.367194129200894	2.27770589944498e-07	1.63113132153802e-06
cg26036993	cg09130556	0.233146922240885	0.131382521950065	0.330048809191907	1.07896079180048e-05	5.06047807985294e-05
cg26036993	cg03648789	0.240849718407272	0.139394128169276	0.337301338572897	5.35282254876535e-06	2.72135863929597e-05
cg26036993	cg09456297	0.248132736742558	0.146981363205684	0.344148114136936	2.69939782460149e-06	1.46162516356471e-05
cg26036993	cg16248783	0.356646576425254	0.261455589574067	0.444966760092188	6.60760335335908e-12	1.14665200411624e-10
cg26036993	cg08620474	0.271877143704038	0.171800530036821	0.366399572376712	2.49136616892187e-07	1.74657880894944e-06
cg26036993	cg12802310	0.132748599093822	0.0281609584279733	0.2344612471942	0.0130630548229691	0.0294915068206692
cg26036993	cg21715189	0.124022470958544	0.0192935806053099	0.226059294411694	0.0204725263489069	0.0424757088734331
cg26036993	cg09440493	-0.157155560574195	-0.257881076366835	-0.0530507114314374	0.00324326621700255	0.00892568306001528
cg26036993	cg23838231	-0.183503606363008	-0.283031317961361	-0.0800659236953055	0.000570782302741879	0.0018912488240104
cg26036993	cg06202585	0.164740355978376	0.0608119754484351	0.265135079271917	0.00201721826495715	0.00584116245418028
cg07301433	cg09130556	0.224191003147628	0.12208423727031	0.321602000388464	2.36683678993543e-05	0.000104391609410397
cg07301433	cg09456297	0.254917498270922	0.154060254461233	0.350517303504092	1.39923686504062e-06	8.11420011602485e-06
cg07301433	cg16248783	0.301001877284853	0.202418035500605	0.393546220491707	9.66045021755235e-09	9.06177442942235e-08
cg07301433	cg08620474	0.369705986139145	0.275415248183829	0.456951000598802	9.58788604066285e-13	1.77375891752263e-11
cg07301433	cg21715189	0.123798043671574	0.0190657376314808	0.225843004151	0.0207035778009781	0.0426891108837505
cg07301433	cg09440493	-0.125025477437294	-0.227025812092012	-0.0203119853672269	0.0194670723961556	0.041099937587951
cg07301433	cg23838231	-0.150737504763787	-0.251734045890319	-0.0464931418996292	0.00477179975240816	0.0125118843901726
cg07301433	cg02486145	0.133229635693819	0.0286502607425732	0.234923971794578	0.0127340879507685	0.0290441869014103
cg09130556	cg03648789	0.22129095092241	0.119077158903466	0.31886347817143	3.03199106501673e-05	0.000131123769435139
cg09130556	cg09456297	0.166280576453484	0.0623895674455022	0.266606739869051	0.00182726289772939	0.00538476588445917
cg09130556	cg16248783	0.162042711759143	0.0580501268214119	0.262556387811883	0.00239390084045987	0.00681341008438579
cg09130556	cg08620474	0.155023642497212	0.0508714540322801	0.255840090200736	0.00369297733370288	0.0100388689969229
cg09130556	cg09440493	-0.150934266800288	-0.251922620108073	-0.0466940476736284	0.00471664253795456	0.0124161420169081
cg09130556	cg02486145	0.140433610456335	0.0359840226449568	0.241848197668806	0.00861070291979704	0.0208535568893994
cg03648789	cg12802310	0.124105184411478	0.0193775556647672	0.226139006398214	0.0203879379998426	0.0424323959621725
cg09456297	cg16248783	0.3062836817367	0.207991277877531	0.398452068625385	5.14775710946935e-09	5.27447113062552e-08
cg09456297	cg08620474	0.467347664685872	0.3810633819681	0.545561316791818	0	0
cg09456297	cg23838231	-0.208163224977769	-0.306446541137854	-0.105488371087251	8.93384913571715e-05	0.000352067664164948
cg16248783	cg08620474	0.381787796236961	0.288365425715914	0.468009991461864	1.48325796089921e-13	3.29283267319624e-12
cg16248783	cg23838231	-0.189800838426468	-0.289022074867192	-0.0865451873920011	0.000363142752628054	0.00126624645680777
cg16248783	cg06202585	0.121502674778043	0.016736058605744	0.223630280295659	0.0231996478098264	0.0466796539013426
cg16248783	cg02486145	0.124991037023445	0.0202770126168143	0.2269926279314	0.0195008712879767	0.041099937587951
cg08620474	cg12802310	0.218897059861391	0.116596333500471	0.316601696347308	3.71064385882303e-05	0.000157406930571728
cg08620474	cg21715189	0.157472299462221	0.0533745681464978	0.258184228828055	0.00318086688329533	0.00879027943682444
cg08620474	cg23838231	-0.265367905486471	-0.360310345587633	-0.164983996210066	4.90058035484964e-07	3.15995397025793e-06
cg08620474	cg06202585	0.304278515674623	0.205874719510429	0.396590250140315	6.54705667457733e-09	6.41226433127721e-08
cg08620474	cg02486145	0.14781317486979	0.0435082204364406	0.248930501283166	0.00566295196848521	0.0143404030836926
cg12802310	cg21715189	0.437853120103886	0.348911024854134	0.518977943155199	0	0
cg12802310	cg09440493	-0.120420342428049	-0.222586552105682	-0.0156379425527902	0.0244642098316887	0.0487819273889362
cg12802310	cg06202585	0.387250271712281	0.294231751771064	0.473001176573253	6.21724893790088e-14	1.47881706880071e-12
cg21715189	cg19753864	-0.139505130774768	-0.240956352688767	-0.0350381834711866	0.00906498060744276	0.0217168240451686
cg09440493	cg23838231	0.134974240264231	0.0304252636679258	0.23660177649923	0.011601441213124	0.0267355012039467
cg09440493	cg19753864	0.262885937301509	0.162387379364375	0.357986394778979	6.31313345822448e-07	3.96655366337501e-06
cg09440493	cg06202585	-0.17663274380002	-0.27648597670521	-0.0730064051820133	0.000919623107451972	0.00288900466775006
cg23838231	cg06202585	-0.158926983499654	-0.259576259930592	-0.0548622234598603	0.00290804563845959	0.00817197635111429
cg23838231	cg02486145	-0.153978291247336	-0.254838997435	-0.0498032529934214	0.0039334884120823	0.0106060861637523
cg19753864	cg02486145	0.225000635171567	0.122924083535534	0.322366245845771	2.20742850212119e-05	9.86676095579001e-05
cg06202585	cg02486145	0.391793583355682	0.299116303571331	0.477148312966781	2.97539770599542e-14	7.33931434145537e-13
